age,change_type,client_tenure_days,date,driver_type,drivers_cancelled,drivers_created,family_type,new_driver_no,new_expiry_date,new_license_no,new_premium,new_vehicle_no,new_vehicle_type,new_vin,old_expiry_date,old_vehicle_no,old_vehicle_type,old_vin,policy_no,premium,removed_driver_no,removed_license_no,removed_vehicle_no,removed_vehicle_type,removed_vin,vehicles_cancelled,vehicles_created
25,driver_addition,,2018-02-01,secondary,,,,04,,LJIF513NH,,,,,,,,,00000424,,,,,,,,
19,driver_addition,,2018-02-01,secondary,,,,03,,IHIL895KK,,,,,,,,,00000485,,,,,,,,
23,driver_addition,,2018-02-01,secondary,,,,02,,ZASU482TM,,,,,,,,,00001209,,,,,,,,
40,driver_addition,,2018-02-01,spouse,,,,02,,ETNJ744QM,,,,,,,,,00000799,,,,,,,,
60,driver_addition,,2018-02-01,spouse,,,,02,,MKCA735YZ,,,,,,,,,00000172,,,,,,,,
55,driver_addition,,2018-02-01,spouse,,,,02,,DTAS003VL,,,,,,,,,00000831,,,,,,,,
22,driver_removal,,2018-02-01,secondary,,,,,,,,,,,,,,,00001007,,04,NXUS409HE,,,,,
25,driver_removal,,2018-02-01,secondary,,,,,,,,,,,,,,,00000566,,03,KLNI888QH,,,,,
20,driver_removal,,2018-02-01,secondary,,,,,,,,,,,,,,,00000823,,03,KNDK356PW,,,,,
16,driver_removal,,2018-02-01,secondary,,,,,,,,,,,,,,,00000460,,03,MMUT400ZO,,,,,
60,driver_removal,,2018-02-01,spouse,,,,,,,,,,,,,,,00000270,,02,MLVN246OZ,,,,,
,policy_cancellation,,2018-02-01,,4,,,,,,,,,,,,,,00000537,,,,,,,2,
,policy_cancellation,,2018-02-01,,2,,,,,,,,,,,,,,00000848,,,,,,,1,
,policy_cancellation,,2018-02-01,,4,,,,,,,,,,,,,,00000022,,,,,,,2,
,new_policy,,2018-02-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00001218,1175.8,,,,,,,1
,new_policy,,2018-02-01,,,3,family_multi_vehicle,,,,,,,,,,,,00001219,1099.02,,,,,,,3
,new_policy,,2018-02-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00001220,1330.08,,,,,,,1
,new_policy,,2018-02-01,,,4,family_multi_vehicle,,,,,,,,,,,,00001221,1137.2,,,,,,,4
,new_policy,,2018-02-01,,,3,family_multi_vehicle,,,,,,,,,,,,00001222,1279.36,,,,,,,3
,new_policy,,2018-02-01,,,3,family_multi_vehicle,,,,,,,,,,,,00001223,1266.52,,,,,,,2
,new_policy,,2018-02-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00001224,1360.6,,,,,,,1
,new_policy,,2018-02-01,,,3,family_multi_vehicle,,,,,,,,,,,,00001225,1122.92,,,,,,,3
,new_policy,,2018-02-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00001226,1680.46,,,,,,,1
,new_policy,,2018-02-01,,,1,family_single_vehicle,,,,,,,,,,,,00001227,1177.62,,,,,,,1
,new_policy,,2018-02-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00001228,1458.32,,,,,,,1
,new_policy,,2018-02-01,,,3,family_multi_vehicle,,,,,,,,,,,,00001229,1229.96,,,,,,,2
,new_policy,,2018-02-01,,,4,family_multi_vehicle,,,,,,,,,,,,00001230,1085.51,,,,,,,3
,new_policy,,2018-02-01,,,1,single_driver_multi_vehicle,,,,,,,,,,,,00001231,1361.25,,,,,,,3
,new_policy,,2018-02-01,,,2,family_multi_vehicle,,,,,,,,,,,,00001232,1312.45,,,,,,,2
,new_policy,,2018-02-01,,,1,single_person_single_vehicle,,,,,,,,,,,,00001233,1286.04,,,,,,,1
,new_policy,,2018-02-01,,,3,family_multi_vehicle,,,,,,,,,,,,00001234,1042.49,,,,,,,4
,new_policy,,2018-02-01,,,2,family_single_vehicle,,,,,,,,,,,,00001235,1394.8,,,,,,,1
,vehicle_replacement,,2018-03-01,,,,,,,,,04,Convertible,18CRUT8691FNW1YGV,,03,Coupe,G830267D7HXWU56S0,00000973,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,04,SUV,5HEL8JLL1AVYKJ8BH,,01,Crossover,J9GRJSSE3S067DY3E,00000895,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,02,Crossover,9U32H7EN60TBTSM7F,,01,Truck,7RCVD3Y71HY3Z3M88,00001017,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,04,SUV,LTYHSC4G5MGE5V03B,,03,Minivan,42UPSASP1AVC88A6T,00001145,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,02,Convertible,42ETDL5805ALEUAF8,,01,Hatchback,S0SANKWS8PC99S75X,00000447,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,02,Coupe,MGRKYXTZ8UDWEW9XE,,01,Crossover,UEMJCVBJ10R9UYTD6,00000036,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,02,Convertible,XWEKFPHH7VY069XKR,,01,Minivan,V1952LG9401BJZ6KH,00001073,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,04,Convertible,GZ3P7W3V2TZW8T26Z,,01,Crossover,54DNDJTC322MX6HB2,00000547,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,04,Sedan,6J3KSNAX7D0PSHYAB,,02,Sports Car,RFTD09KV0KE73HGPK,00000940,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,03,Sedan,SBC157PE6Z4HJ69GU,,02,Coupe,R35PJ16V4G5MGL5JE,00000394,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,03,Convertible,SZXRED7T9YA23SR6V,,01,Wagon,PX1S8R557BZGP3W28,00000452,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,04,Hatchback,26A8KAHU2A7GN6VJJ,,02,Crossover,TSFLV7W80HKNA27CJ,00000287,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,02,Sedan,H8HZHD7P16NLPPWUZ,,01,Crossover,PCXVWE0A0JZ985JWL,00000462,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,02,Minivan,UNWERE879L8SVJ2UM,,01,Coupe,J5321CL727JNG2W1W,00000521,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,03,Truck,KMKX1DM62FKTNJW5G,,01,Crossover,7D2H7A8Z1Z2ARPA7L,00001215,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,05,Minivan,VY44C4UY5L284XK4J,,03,SUV,5522D1HP75VR6AAXJ,00000539,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,05,Coupe,LV7E446X4JW2UC9MF,,04,Coupe,JE16WWBM6EFT5M70X,00000155,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,03,Hatchback,E7JA42RX135DW0L4U,,02,SUV,PZPUCX0H5KGG4CNMC,00001163,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,02,Wagon,CGEL5NUG0BP1PHBGP,,01,SUV,02WHFERY1HL5F03G8,00000691,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,02,Crossover,MPWVYYWJ9EL7JBPAN,,01,Sports Car,RY4MGXCT2M7HU6K3M,00001226,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,04,Truck,7BX95ZN63NCSGMG2J,,01,Coupe,FG6L3YCN3NB4K5YV0,00000305,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,03,Wagon,5ZZBNH100XZ24B20E,,01,Hatchback,6BX5A69S183JGXPXP,00000149,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,03,Wagon,YEND70KR1XARGN1RH,,02,Convertible,D5K8M7N50FTAWJ2X9,00000644,,,,,,,,
,vehicle_replacement,,2018-03-01,,,,,,,,,05,Sedan,G025KF2L9CREALETL,,04,Hatchback,26A8KAHU2A7GN6VJJ,00000287,,,,,,,,
,vehicle_addition,,2018-03-01,,,,,,,,,03,Crossover,V72YVPWZ09ZGEUSG1,,,,,00000506,,,,,,,,
,vehicle_addition,,2018-03-01,,,,,,,,,03,Truck,G6HXDZ6W2RBR5NMKA,,,,,00001156,,,,,,,,
,vehicle_addition,,2018-03-01,,,,,,,,,03,Coupe,HKLGYJKX56Y2CK3AB,,,,,00000395,,,,,,,,
,vehicle_addition,,2018-03-01,,,,,,,,,04,Hatchback,1MTPP0XL013767G7X,,,,,00000225,,,,,,,,
,vehicle_addition,,2018-03-01,,,,,,,,,03,Convertible,R39M04164VKTFJSEH,,,,,00000677,,,,,,,,
,vehicle_addition,,2018-03-01,,,,,,,,,03,SUV,D08L4EBN0W67UKZEY,,,,,00000686,,,,,,,,
,vehicle_addition,,2018-03-01,,,,,,,,,02,Sedan,WZV6A8PZ7DDGWY682,,,,,00000934,,,,,,,,
,vehicle_addition,,2018-03-01,,,,,,,,,02,SUV,TTG9ALWX9CU298X24,,,,,00000309,,,,,,,,
,vehicle_addition,,2018-03-01,,,,,,,,,02,Sedan,WS12H37Z2RXM1CB9E,,,,,00000230,,,,,,,,
,vehicle_addition,,2018-03-01,,,,,,,,,03,Wagon,1NAT9BXB3F01JYDFN,,,,,00000204,,,,,,,,
,vehicle_addition,,2018-03-01,,,,,,,,,04,Crossover,A40G8L1W0L3FDMC8L,,,,,00000506,,,,,,,,
,vehicle_addition,,2018-03-01,,,,,,,,,04,Sports Car,3LZ56PFN371H23ZKW,,,,,00000877,,,,,,,,
,vehicle_removal,,2018-03-01,,,,,,,,,,,,,,,,00000791,,,,01,Sports Car,VW2PD87X0H9BWWJFL,,
,vehicle_removal,,2018-03-01,,,,,,,,,,,,,,,,00000631,,,,01,Wagon,3LDFBYJU4FVZZW1N3,,
,vehicle_removal,,2018-03-01,,,,,,,,,,,,,,,,00000215,,,,03,Wagon,90HW03FG7PEWC8EEL,,
29,driver_addition,,2018-03-01,spouse,,,,02,,GQRC460LF,,,,,,,,,00000140,,,,,,,,
16,driver_addition,,2018-03-01,secondary,,,,04,,WEUX234RC,,,,,,,,,00001129,,,,,,,,
56,driver_addition,,2018-03-01,spouse,,,,02,,JNHQ720GC,,,,,,,,,00000900,,,,,,,,
21,driver_addition,,2018-03-01,secondary,,,,03,,XQJD280PX,,,,,,,,,00000317,,,,,,,,
25,driver_addition,,2018-03-01,secondary,,,,04,,PMCK725QO,,,,,,,,,00000856,,,,,,,,
